year,depth,season,species
2010,448,Fall,Starry Ray
2010,472,Fall,Starry Ray
2010,285,Fall,Starry Ray
2010,270,Fall,Starry Ray
2010,301,Fall,Starry Ray
2010,380,Fall,Starry Ray
2010,357,Fall,Starry Ray
2010,401,Fall,Starry Ray
2010,426,Fall,Starry Ray
2010,386,Fall,Starry Ray
2010,220,Fall,Starry Ray
2010,214,Fall,Starry Ray
2010,220,Fall,Starry Ray
2010,293,Fall,Starry Ray
2010,244,Fall,Starry Ray
2010,237,Fall,Starry Ray
2010,229,Fall,Starry Ray
2010,375,Fall,Starry Ray
2010,383,Fall,Starry Ray
2010,319,Fall,Starry Ray
2010,393,Fall,Starry Ray
2010,308,Fall,Starry Ray
2010,332,Fall,Starry Ray
2010,392,Fall,Starry Ray
2010,468,Fall,Starry Ray
2010,348,Fall,Starry Ray
2010,468,Fall,Starry Ray
2010,628,Fall,Starry Ray
2010,435,Fall,Starry Ray
2010,565,Fall,Starry Ray
2010,644,Fall,Starry Ray
2010,303,Fall,Starry Ray
2010,307,Fall,Starry Ray
2010,251,Fall,Starry Ray
2010,247,Fall,Starry Ray
2010,291,Fall,Starry Ray
2010,279,Fall,Starry Ray
2010,274,Fall,Starry Ray
2010,302,Fall,Starry Ray
2010,319,Fall,Starry Ray
2010,303,Fall,Starry Ray
2010,446,Fall,Starry Ray
2010,308,Fall,Starry Ray
1995,113,Fall,Smooth Skate
1995,105,Fall,Smooth Skate
1995,160,Fall,Smooth Skate
1995,225,Fall,Smooth Skate
1995,225,Fall,Smooth Skate
1995,278,Fall,Smooth Skate
1995,110,Fall,Smooth Skate
1995,85,Fall,Smooth Skate
1995,77,Fall,Smooth Skate
1995,142,Fall,Smooth Skate
1995,638,Fall,Smooth Skate
1995,345,Fall,Smooth Skate
1995,334,Fall,Smooth Skate
1995,379,Fall,Smooth Skate
1995,312,Fall,Smooth Skate
1995,251,Fall,Smooth Skate
1995,431,Fall,Smooth Skate
1995,359,Fall,Smooth Skate
1995,331,Fall,Smooth Skate
1995,359,Fall,Smooth Skate
1995,337,Fall,Smooth Skate
1995,417,Fall,Smooth Skate
1995,364,Fall,Smooth Skate
1996,268,Spring,Smooth Skate
1996,314,Spring,Smooth Skate
1996,434,Spring,Smooth Skate
1996,315,Spring,Smooth Skate
1996,325,Spring,Smooth Skate
1996,248,Spring,Smooth Skate
1996,155,Spring,Smooth Skate
1996,215,Spring,Smooth Skate
1996,350,Spring,Smooth Skate
1996,343,Spring,Smooth Skate
1996,320,Spring,Smooth Skate
1996,242,Spring,Smooth Skate
1996,200,Spring,Smooth Skate
1996,161,Spring,Smooth Skate
1996,231,Spring,Smooth Skate
1996,233,Spring,Smooth Skate
1996,430,Spring,Smooth Skate
1996,422,Spring,Smooth Skate
1996,327,Spring,Smooth Skate
1996,226,Spring,Smooth Skate
1996,218,Spring,Smooth Skate
1996,210,Spring,Smooth Skate
1996,338,Spring,Smooth Skate
1996,446,Spring,Smooth Skate
1996,444,Spring,Smooth Skate
1996,457,Spring,Smooth Skate
1996,465,Spring,Smooth Skate
1996,430,Spring,Smooth Skate
1996,425,Spring,Smooth Skate
1996,466,Spring,Smooth Skate
1996,463,Spring,Smooth Skate
1996,462,Spring,Smooth Skate
1996,474,Spring,Smooth Skate
1996,457,Spring,Smooth Skate
1996,471,Spring,Smooth Skate
1996,353,Spring,Smooth Skate
1996,255,Spring,Smooth Skate
1996,137,Spring,Smooth Skate
1996,217,Spring,Smooth Skate
1996,390,Spring,Smooth Skate
1996,450,Spring,Smooth Skate
1996,482,Spring,Smooth Skate
1996,456,Spring,Smooth Skate
1996,437,Spring,Smooth Skate
1996,398,Spring,Smooth Skate
1996,420,Spring,Smooth Skate
1996,401,Spring,Smooth Skate
1996,392,Spring,Smooth Skate
1996,356,Spring,Smooth Skate
1996,292,Spring,Smooth Skate
1996,225,Spring,Smooth Skate
1996,307,Spring,Smooth Skate
1996,78,Spring,Smooth Skate
1996,164,Spring,Smooth Skate
1996,95,Spring,Smooth Skate
1996,198,Spring,Smooth Skate
1996,126,Spring,Smooth Skate
1996,128,Spring,Smooth Skate
1996,92,Spring,Smooth Skate
1996,89,Spring,Smooth Skate
1996,200,Spring,Smooth Skate
1996,455,Spring,Smooth Skate
1996,101,Spring,Smooth Skate
1996,201,Spring,Smooth Skate
1996,320,Spring,Smooth Skate
1996,203,Spring,Smooth Skate
1996,399,Spring,Smooth Skate
1996,439,Spring,Smooth Skate
1996,336,Spring,Smooth Skate
1996,259,Fall,Smooth Skate
1996,259,Fall,Smooth Skate
1996,290,Fall,Smooth Skate
1996,188,Fall,Smooth Skate
1996,287,Fall,Smooth Skate
1996,333,Fall,Smooth Skate
1996,470,Fall,Smooth Skate
1996,301,Fall,Smooth Skate
1996,261,Fall,Smooth Skate
1996,283,Fall,Smooth Skate
1996,285,Fall,Smooth Skate
1996,234,Fall,Smooth Skate
1996,354,Fall,Smooth Skate
1997,245,Spring,Smooth Skate
1997,327,Spring,Smooth Skate
1997,340,Spring,Smooth Skate
1997,249,Spring,Smooth Skate
1997,291,Spring,Smooth Skate
1997,236,Spring,Smooth Skate
1997,266,Spring,Smooth Skate
1997,206,Spring,Smooth Skate
1997,203,Spring,Smooth Skate
1997,212,Spring,Smooth Skate
1997,153,Spring,Smooth Skate
1997,264,Spring,Smooth Skate
1997,437,Spring,Smooth Skate
1997,466,Spring,Smooth Skate
1997,454,Spring,Smooth Skate
1997,421,Spring,Smooth Skate
1997,423,Spring,Smooth Skate
1997,437,Spring,Smooth Skate
1997,467,Spring,Smooth Skate
1997,439,Spring,Smooth Skate
1997,464,Spring,Smooth Skate
1997,497,Spring,Smooth Skate
1997,390,Spring,Smooth Skate
1997,299,Spring,Smooth Skate
1997,252,Spring,Smooth Skate
1997,151,Spring,Smooth Skate
1997,34,Spring,Smooth Skate
1997,346,Spring,Smooth Skate
1997,422,Spring,Smooth Skate
1997,440,Spring,Smooth Skate
1997,432,Spring,Smooth Skate
1997,409,Spring,Smooth Skate
1997,349,Spring,Smooth Skate
1997,212,Spring,Smooth Skate
1997,213,Spring,Smooth Skate
1997,398,Spring,Smooth Skate
1997,415,Spring,Smooth Skate
1997,349,Spring,Smooth Skate
1997,120,Spring,Smooth Skate
1997,388,Spring,Smooth Skate
1997,364,Spring,Smooth Skate
1997,388,Spring,Smooth Skate
1997,86,Spring,Smooth Skate
1997,215,Spring,Smooth Skate
1997,157,Spring,Smooth Skate
1997,159,Spring,Smooth Skate
1997,205,Spring,Smooth Skate
1997,423,Spring,Smooth Skate
1997,276,Spring,Smooth Skate
1997,636,Spring,Smooth Skate
1997,293,Spring,Smooth Skate
1997,213,Spring,Smooth Skate
1997,196,Spring,Smooth Skate
1997,96,Spring,Smooth Skate
1997,101,Spring,Smooth Skate
1997,95,Spring,Smooth Skate
1997,327,Spring,Smooth Skate
1997,459,Spring,Smooth Skate
1997,646,Spring,Smooth Skate
1997,325,Spring,Smooth Skate
1997,397,Spring,Smooth Skate
1997,243,Spring,Smooth Skate
1997,414,Spring,Smooth Skate
1997,669,Spring,Smooth Skate
1997,101,Fall,Smooth Skate
1997,378,Fall,Smooth Skate
1997,105,Fall,Smooth Skate
1997,81,Fall,Smooth Skate
1997,77,Fall,Smooth Skate
1997,84,Fall,Smooth Skate
1997,116,Fall,Smooth Skate
1997,99,Fall,Smooth Skate
1997,314,Fall,Smooth Skate
1997,111,Fall,Smooth Skate
1997,222,Fall,Smooth Skate
1997,160,Fall,Smooth Skate
1997,144,Fall,Smooth Skate
1997,311,Fall,Smooth Skate
1998,304,Spring,Smooth Skate
1998,313,Spring,Smooth Skate
1998,140,Spring,Smooth Skate
1998,210,Spring,Smooth Skate
1998,209,Spring,Smooth Skate
1998,239,Spring,Smooth Skate
1998,205,Spring,Smooth Skate
1998,357,Spring,Smooth Skate
1998,425,Spring,Smooth Skate
1998,423,Spring,Smooth Skate
1998,409,Spring,Smooth Skate
1998,310,Spring,Smooth Skate
1998,452,Spring,Smooth Skate
1998,458,Spring,Smooth Skate
1998,461,Spring,Smooth Skate
1998,418,Spring,Smooth Skate
1998,416,Spring,Smooth Skate
1998,459,Spring,Smooth Skate
1998,432,Spring,Smooth Skate
1998,459,Spring,Smooth Skate
1998,443,Spring,Smooth Skate
1998,158,Spring,Smooth Skate
1998,332,Spring,Smooth Skate
1998,243,Spring,Smooth Skate
1998,215,Spring,Smooth Skate
1998,329,Spring,Smooth Skate
1998,470,Spring,Smooth Skate
1998,470,Spring,Smooth Skate
1998,446,Spring,Smooth Skate
1998,465,Spring,Smooth Skate
1998,488,Spring,Smooth Skate
1998,398,Spring,Smooth Skate
1998,305,Spring,Smooth Skate
1998,258,Spring,Smooth Skate
1998,421,Spring,Smooth Skate
1998,451,Spring,Smooth Skate
1998,445,Spring,Smooth Skate
1998,401,Spring,Smooth Skate
1998,305,Spring,Smooth Skate
1998,298,Spring,Smooth Skate
1998,201,Spring,Smooth Skate
1998,408,Spring,Smooth Skate
1998,419,Spring,Smooth Skate
1998,416,Spring,Smooth Skate
1998,409,Spring,Smooth Skate
1998,395,Spring,Smooth Skate
1998,317,Spring,Smooth Skate
1998,356,Spring,Smooth Skate
1998,121,Spring,Smooth Skate
1998,156,Spring,Smooth Skate
1998,153,Spring,Smooth Skate
1998,100,Spring,Smooth Skate
1998,137,Spring,Smooth Skate
1998,154,Spring,Smooth Skate
1998,153,Spring,Smooth Skate
1998,99,Spring,Smooth Skate
1998,85,Spring,Smooth Skate
1998,408,Spring,Smooth Skate
1998,617,Fall,Smooth Skate
1998,196,Fall,Smooth Skate
1998,87,Fall,Smooth Skate
1998,441,Fall,Smooth Skate
1998,90,Fall,Smooth Skate
1998,71,Fall,Smooth Skate
1998,87,Fall,Smooth Skate
1998,94,Fall,Smooth Skate
1998,99,Fall,Smooth Skate
1998,645,Fall,Smooth Skate
1998,158,Fall,Smooth Skate
1998,54,Fall,Smooth Skate
1999,327,Spring,Smooth Skate
1999,336,Spring,Smooth Skate
1999,252,Spring,Smooth Skate
1999,198,Spring,Smooth Skate
1999,70,Spring,Smooth Skate
1999,217,Spring,Smooth Skate
1999,440,Spring,Smooth Skate
1999,434,Spring,Smooth Skate
1999,439,Spring,Smooth Skate
1999,429,Spring,Smooth Skate
1999,455,Spring,Smooth Skate
1999,416,Spring,Smooth Skate
1999,458,Spring,Smooth Skate
1999,461,Spring,Smooth Skate
1999,457,Spring,Smooth Skate
1999,430,Spring,Smooth Skate
1999,331,Spring,Smooth Skate
1999,143,Spring,Smooth Skate
1999,457,Spring,Smooth Skate
1999,457,Spring,Smooth Skate
1999,453,Spring,Smooth Skate
1999,455,Spring,Smooth Skate
1999,457,Spring,Smooth Skate
1999,307,Spring,Smooth Skate
1999,243,Spring,Smooth Skate
1999,308,Spring,Smooth Skate
1999,59,Spring,Smooth Skate
1999,54,Spring,Smooth Skate
1999,230,Spring,Smooth Skate
1999,397,Spring,Smooth Skate
1999,480,Spring,Smooth Skate
1999,327,Spring,Smooth Skate
1999,434,Spring,Smooth Skate
1999,454,Spring,Smooth Skate
1999,449,Spring,Smooth Skate
1999,432,Spring,Smooth Skate
1999,431,Spring,Smooth Skate
1999,415,Spring,Smooth Skate
1999,416,Spring,Smooth Skate
1999,348,Spring,Smooth Skate
1999,352,Spring,Smooth Skate
1999,290,Spring,Smooth Skate
1999,125,Spring,Smooth Skate
1999,231,Spring,Smooth Skate
1999,162,Spring,Smooth Skate
1999,157,Spring,Smooth Skate
1999,240,Spring,Smooth Skate
1999,402,Spring,Smooth Skate
1999,395,Spring,Smooth Skate
1999,386,Spring,Smooth Skate
1999,120,Spring,Smooth Skate
1999,242,Spring,Smooth Skate
1999,95,Spring,Smooth Skate
1999,147,Spring,Smooth Skate
1999,644,Spring,Smooth Skate
1999,305,Spring,Smooth Skate
1999,261,Spring,Smooth Skate
1999,126,Spring,Smooth Skate
1999,86,Spring,Smooth Skate
1999,94,Spring,Smooth Skate
1999,89,Spring,Smooth Skate
1999,406,Spring,Smooth Skate
1999,309,Spring,Smooth Skate
1999,193,Spring,Smooth Skate
1999,80,Spring,Smooth Skate
1999,118,Spring,Smooth Skate
1999,85,Spring,Smooth Skate
1999,75,Spring,Smooth Skate
1999,101,Fall,Smooth Skate
1999,199,Fall,Smooth Skate
1999,189,Fall,Smooth Skate
1999,108,Fall,Smooth Skate
1999,96,Fall,Smooth Skate
1999,78,Fall,Smooth Skate
1999,98,Fall,Smooth Skate
1999,96,Fall,Smooth Skate
1999,82,Fall,Smooth Skate
1999,204,Fall,Smooth Skate
1999,308,Fall,Smooth Skate
1999,84,Fall,Smooth Skate
1999,209,Fall,Smooth Skate
1999,319,Fall,Smooth Skate
2000,245,Spring,Smooth Skate
2000,329,Spring,Smooth Skate
2000,348,Spring,Smooth Skate
2000,323,Spring,Smooth Skate
2000,227,Spring,Smooth Skate
2000,114,Spring,Smooth Skate
2000,233,Spring,Smooth Skate
2000,161,Spring,Smooth Skate
2000,209,Spring,Smooth Skate
2000,219,Spring,Smooth Skate
2000,164,Spring,Smooth Skate
2000,208,Spring,Smooth Skate
2000,466,Spring,Smooth Skate
2000,437,Spring,Smooth Skate
2000,433,Spring,Smooth Skate
2000,449,Spring,Smooth Skate
2000,256,Spring,Smooth Skate
2000,461,Spring,Smooth Skate
2000,413,Spring,Smooth Skate
2000,447,Spring,Smooth Skate
2000,456,Spring,Smooth Skate
2000,455,Spring,Smooth Skate
2000,455,Spring,Smooth Skate
2000,440,Spring,Smooth Skate
2000,410,Spring,Smooth Skate
2000,305,Spring,Smooth Skate
2000,264,Spring,Smooth Skate
2000,74,Spring,Smooth Skate
2000,324,Spring,Smooth Skate
2000,445,Spring,Smooth Skate
2000,467,Spring,Smooth Skate
2000,462,Spring,Smooth Skate
2000,414,Spring,Smooth Skate
2000,260,Spring,Smooth Skate
2000,121,Spring,Smooth Skate
2000,139,Spring,Smooth Skate
2000,307,Spring,Smooth Skate
2000,427,Spring,Smooth Skate
2000,415,Spring,Smooth Skate
2000,437,Spring,Smooth Skate
2000,413,Spring,Smooth Skate
2000,438,Spring,Smooth Skate
2000,429,Spring,Smooth Skate
2000,98,Spring,Smooth Skate
2000,158,Spring,Smooth Skate
2000,155,Spring,Smooth Skate
2000,112,Spring,Smooth Skate
2000,315,Spring,Smooth Skate
2000,232,Spring,Smooth Skate
2000,390,Spring,Smooth Skate
2000,398,Spring,Smooth Skate
2000,378,Spring,Smooth Skate
2000,459,Spring,Smooth Skate
2000,319,Spring,Smooth Skate
2000,63,Spring,Smooth Skate
2000,83,Spring,Smooth Skate
2000,205,Spring,Smooth Skate
2000,306,Spring,Smooth Skate
2000,694,Spring,Smooth Skate
2000,99,Spring,Smooth Skate
2000,120,Spring,Smooth Skate
2000,102,Spring,Smooth Skate
2000,214,Spring,Smooth Skate
2000,94,Spring,Smooth Skate
2000,210,Spring,Smooth Skate
2000,93,Spring,Smooth Skate
2000,138,Spring,Smooth Skate
2000,295,Spring,Smooth Skate
2000,79,Spring,Smooth Skate
2000,379,Spring,Smooth Skate
2000,95,Fall,Smooth Skate
2000,102,Fall,Smooth Skate
2000,237,Fall,Smooth Skate
2000,314,Fall,Smooth Skate
2000,97,Fall,Smooth Skate
2000,74,Fall,Smooth Skate
2000,77,Fall,Smooth Skate
2000,85,Fall,Smooth Skate
2000,93,Fall,Smooth Skate
2000,98,Fall,Smooth Skate
2000,309,Fall,Smooth Skate
2000,431,Fall,Smooth Skate
2000,113,Fall,Smooth Skate
2000,451,Fall,Smooth Skate
2000,228,Fall,Smooth Skate
2001,223,Spring,Smooth Skate
2001,169,Spring,Smooth Skate
2001,400,Spring,Smooth Skate
2001,209,Spring,Smooth Skate
2001,240,Spring,Smooth Skate
2001,221,Spring,Smooth Skate
2001,468,Spring,Smooth Skate
2001,425,Spring,Smooth Skate
2001,442,Spring,Smooth Skate
2001,444,Spring,Smooth Skate
2001,421,Spring,Smooth Skate
2001,416,Spring,Smooth Skate
2001,455,Spring,Smooth Skate
2001,457,Spring,Smooth Skate
2001,455,Spring,Smooth Skate
2001,456,Spring,Smooth Skate
2001,417,Spring,Smooth Skate
2001,306,Spring,Smooth Skate
2001,226,Spring,Smooth Skate
2001,467,Spring,Smooth Skate
2001,463,Spring,Smooth Skate
2001,472,Spring,Smooth Skate
2001,488,Spring,Smooth Skate
2001,478,Spring,Smooth Skate
2001,359,Spring,Smooth Skate
2001,208,Spring,Smooth Skate
2001,332,Spring,Smooth Skate
2001,341,Spring,Smooth Skate
2001,341,Spring,Smooth Skate
2001,282,Spring,Smooth Skate
2001,125,Spring,Smooth Skate
2001,212,Spring,Smooth Skate
2001,349,Spring,Smooth Skate
2001,438,Spring,Smooth Skate
2001,432,Spring,Smooth Skate
2001,432,Spring,Smooth Skate
2001,403,Spring,Smooth Skate
2001,355,Spring,Smooth Skate
2001,92,Spring,Smooth Skate
2001,240,Spring,Smooth Skate
2001,355,Spring,Smooth Skate
2001,395,Spring,Smooth Skate
2001,391,Spring,Smooth Skate
2001,391,Spring,Smooth Skate
2001,373,Spring,Smooth Skate
2001,455,Spring,Smooth Skate
2001,219,Spring,Smooth Skate
2001,488,Spring,Smooth Skate
2001,104,Spring,Smooth Skate
2001,157,Spring,Smooth Skate
2001,124,Spring,Smooth Skate
2001,144,Spring,Smooth Skate
2001,609,Spring,Smooth Skate
2001,88,Spring,Smooth Skate
2001,103,Spring,Smooth Skate
2001,189,Spring,Smooth Skate
2001,98,Spring,Smooth Skate
2001,105,Spring,Smooth Skate
2001,204,Spring,Smooth Skate
2001,93,Spring,Smooth Skate
2001,83,Spring,Smooth Skate
2001,93,Spring,Smooth Skate
2001,216,Spring,Smooth Skate
2001,142,Spring,Smooth Skate
2001,87,Spring,Smooth Skate
2001,155,Spring,Smooth Skate
2001,178,Spring,Smooth Skate
2001,104,Spring,Smooth Skate
2001,95,Fall,Smooth Skate
2001,85,Fall,Smooth Skate
2001,105,Fall,Smooth Skate
2001,188,Fall,Smooth Skate
2001,106,Fall,Smooth Skate
2001,202,Fall,Smooth Skate
2001,703,Fall,Smooth Skate
2001,119,Fall,Smooth Skate
2001,97,Fall,Smooth Skate
2001,88,Fall,Smooth Skate
2001,80,Fall,Smooth Skate
2001,77,Fall,Smooth Skate
2001,83,Fall,Smooth Skate
2001,495,Fall,Smooth Skate
2001,287,Fall,Smooth Skate
2001,161,Fall,Smooth Skate
2001,218,Fall,Smooth Skate
2001,229,Fall,Smooth Skate
2001,105,Fall,Smooth Skate
2001,341,Fall,Smooth Skate
2002,335,Spring,Smooth Skate
2002,329,Spring,Smooth Skate
2002,313,Spring,Smooth Skate
2002,68,Spring,Smooth Skate
2002,68,Spring,Smooth Skate
2002,242,Spring,Smooth Skate
2002,213,Spring,Smooth Skate
2002,218,Spring,Smooth Skate
2002,229,Spring,Smooth Skate
2002,192,Spring,Smooth Skate
2002,236,Spring,Smooth Skate
2002,160,Spring,Smooth Skate
2002,335,Spring,Smooth Skate
2002,434,Spring,Smooth Skate
2002,406,Spring,Smooth Skate
2002,376,Spring,Smooth Skate
2002,336,Spring,Smooth Skate
2002,386,Spring,Smooth Skate
2002,342,Spring,Smooth Skate
2002,422,Spring,Smooth Skate
2002,445,Spring,Smooth Skate
2002,437,Spring,Smooth Skate
2002,417,Spring,Smooth Skate
2002,461,Spring,Smooth Skate
2002,457,Spring,Smooth Skate
2002,426,Spring,Smooth Skate
2002,447,Spring,Smooth Skate
2002,464,Spring,Smooth Skate
2002,468,Spring,Smooth Skate
2002,459,Spring,Smooth Skate
2002,460,Spring,Smooth Skate
2002,442,Spring,Smooth Skate
2002,427,Spring,Smooth Skate
2002,420,Spring,Smooth Skate
2002,383,Spring,Smooth Skate
2002,391,Spring,Smooth Skate
2002,405,Spring,Smooth Skate
2002,392,Spring,Smooth Skate
2002,94,Spring,Smooth Skate
2002,279,Spring,Smooth Skate
2002,117,Spring,Smooth Skate
2002,215,Spring,Smooth Skate
2002,340,Spring,Smooth Skate
2002,410,Spring,Smooth Skate
2002,414,Spring,Smooth Skate
2002,335,Spring,Smooth Skate
2002,217,Spring,Smooth Skate
2002,49,Spring,Smooth Skate
2002,348,Spring,Smooth Skate
2002,349,Spring,Smooth Skate
2002,243,Spring,Smooth Skate
2002,429,Spring,Smooth Skate
2002,352,Spring,Smooth Skate
2002,243,Spring,Smooth Skate
2002,98,Spring,Smooth Skate
2002,460,Spring,Smooth Skate
2002,434,Spring,Smooth Skate
2002,349,Spring,Smooth Skate
2002,444,Spring,Smooth Skate
2002,313,Spring,Smooth Skate
2002,160,Spring,Smooth Skate
2002,458,Spring,Smooth Skate
2002,125,Spring,Smooth Skate
2002,227,Spring,Smooth Skate
2002,160,Spring,Smooth Skate
2002,224,Spring,Smooth Skate
2002,231,Spring,Smooth Skate
2002,103,Spring,Smooth Skate
2002,93,Spring,Smooth Skate
2002,82,Spring,Smooth Skate
2002,102,Spring,Smooth Skate
2002,218,Spring,Smooth Skate
2002,628,Spring,Smooth Skate
2002,231,Spring,Smooth Skate
2002,81,Fall,Smooth Skate
2002,139,Fall,Smooth Skate
2002,284,Fall,Smooth Skate
2002,126,Fall,Smooth Skate
2002,96,Fall,Smooth Skate
2002,87,Fall,Smooth Skate
2002,84,Fall,Smooth Skate
2002,86,Fall,Smooth Skate
2002,72,Fall,Smooth Skate
2002,144,Fall,Smooth Skate
2002,97,Fall,Smooth Skate
2002,83,Fall,Smooth Skate
2002,155,Fall,Smooth Skate
2002,224,Fall,Smooth Skate
2002,220,Fall,Smooth Skate
2002,639,Fall,Smooth Skate
2002,635,Fall,Smooth Skate
2002,72,Fall,Smooth Skate
2002,341,Fall,Smooth Skate
2002,327,Fall,Smooth Skate
2003,359,Fall,Smooth Skate
2003,308,Fall,Smooth Skate
2003,251,Spring,Smooth Skate
2003,225,Spring,Smooth Skate
2003,217,Spring,Smooth Skate
2003,235,Spring,Smooth Skate
2003,201,Spring,Smooth Skate
2003,210,Spring,Smooth Skate
2003,195,Spring,Smooth Skate
2003,331,Spring,Smooth Skate
2003,432,Spring,Smooth Skate
2003,412,Spring,Smooth Skate
2003,335,Spring,Smooth Skate
2003,430,Spring,Smooth Skate
2003,430,Spring,Smooth Skate
2003,422,Spring,Smooth Skate
2003,460,Spring,Smooth Skate
2003,284,Spring,Smooth Skate
2003,78,Spring,Smooth Skate
2003,235,Spring,Smooth Skate
2003,340,Spring,Smooth Skate
2003,337,Spring,Smooth Skate
2003,299,Spring,Smooth Skate
2003,210,Spring,Smooth Skate
2003,146,Spring,Smooth Skate
2003,239,Spring,Smooth Skate
2003,294,Spring,Smooth Skate
2003,327,Spring,Smooth Skate
2003,436,Spring,Smooth Skate
2003,454,Spring,Smooth Skate
2003,458,Spring,Smooth Skate
2003,458,Spring,Smooth Skate
2003,412,Spring,Smooth Skate
2003,469,Spring,Smooth Skate
2003,458,Spring,Smooth Skate
2003,460,Spring,Smooth Skate
2003,309,Spring,Smooth Skate
2003,339,Spring,Smooth Skate
2003,466,Spring,Smooth Skate
2003,459,Spring,Smooth Skate
2003,243,Spring,Smooth Skate
2003,348,Spring,Smooth Skate
2003,427,Spring,Smooth Skate
2003,461,Spring,Smooth Skate
2003,452,Spring,Smooth Skate
2003,411,Spring,Smooth Skate
2003,334,Spring,Smooth Skate
2003,404,Spring,Smooth Skate
2003,416,Spring,Smooth Skate
2003,410,Spring,Smooth Skate
2003,231,Spring,Smooth Skate
2003,327,Spring,Smooth Skate
2003,343,Spring,Smooth Skate
2003,410,Spring,Smooth Skate
2003,242,Spring,Smooth Skate
2003,132,Spring,Smooth Skate
2003,94,Spring,Smooth Skate
2003,314,Spring,Smooth Skate
2003,211,Spring,Smooth Skate
2003,154,Spring,Smooth Skate
2003,322,Spring,Smooth Skate
2003,97,Spring,Smooth Skate
2003,102,Spring,Smooth Skate
2003,210,Spring,Smooth Skate
2003,133,Spring,Smooth Skate
2003,327,Spring,Smooth Skate
2003,128,Spring,Smooth Skate
2003,442,Spring,Smooth Skate
2003,203,Spring,Smooth Skate
2003,131,Spring,Smooth Skate
2003,120,Spring,Smooth Skate
2003,613,Spring,Smooth Skate
2003,218,Spring,Smooth Skate
2003,228,Fall,Smooth Skate
2003,87,Fall,Smooth Skate
2003,75,Fall,Smooth Skate
2003,103,Fall,Smooth Skate
2003,377,Fall,Smooth Skate
2003,650,Fall,Smooth Skate
2003,157,Fall,Smooth Skate
2003,215,Fall,Smooth Skate
2003,300,Fall,Smooth Skate
2003,204,Fall,Smooth Skate
2004,95,Spring,Smooth Skate
2004,237,Spring,Smooth Skate
2004,386,Spring,Smooth Skate
2004,343,Spring,Smooth Skate
2004,395,Spring,Smooth Skate
2004,167,Spring,Smooth Skate
2004,60,Spring,Smooth Skate
2004,252,Spring,Smooth Skate
2004,211,Spring,Smooth Skate
2004,316,Spring,Smooth Skate
2004,392,Spring,Smooth Skate
2004,227,Spring,Smooth Skate
2004,138,Spring,Smooth Skate
2004,328,Spring,Smooth Skate
2004,147,Spring,Smooth Skate
2004,296,Spring,Smooth Skate
2004,321,Spring,Smooth Skate
2004,160,Spring,Smooth Skate
2004,219,Spring,Smooth Skate
2004,426,Spring,Smooth Skate
2004,412,Spring,Smooth Skate
2004,416,Spring,Smooth Skate
2004,428,Spring,Smooth Skate
2004,435,Spring,Smooth Skate
2004,439,Spring,Smooth Skate
2004,317,Spring,Smooth Skate
2004,46,Spring,Smooth Skate
2004,415,Spring,Smooth Skate
2004,471,Spring,Smooth Skate
2004,451,Spring,Smooth Skate
2004,464,Spring,Smooth Skate
2004,465,Spring,Smooth Skate
2004,461,Spring,Smooth Skate
2004,451,Spring,Smooth Skate
2004,455,Spring,Smooth Skate
2004,456,Spring,Smooth Skate
2004,456,Spring,Smooth Skate
2004,456,Spring,Smooth Skate
2004,420,Spring,Smooth Skate
2004,437,Spring,Smooth Skate
2004,446,Spring,Smooth Skate
2004,422,Spring,Smooth Skate
2004,422,Spring,Smooth Skate
2004,214,Spring,Smooth Skate
2004,395,Spring,Smooth Skate
2004,453,Spring,Smooth Skate
2004,104,Spring,Smooth Skate
2004,88,Spring,Smooth Skate
2004,83,Spring,Smooth Skate
2004,308,Spring,Smooth Skate
2004,121,Spring,Smooth Skate
2004,93,Spring,Smooth Skate
2004,82,Spring,Smooth Skate
2004,202,Spring,Smooth Skate
2004,461,Spring,Smooth Skate
2004,94,Fall,Smooth Skate
2004,315,Fall,Smooth Skate
2004,218,Fall,Smooth Skate
2004,79,Fall,Smooth Skate
2004,87,Fall,Smooth Skate
2004,94,Fall,Smooth Skate
2004,440,Fall,Smooth Skate
2004,113,Fall,Smooth Skate
2004,136,Fall,Smooth Skate
2004,327,Fall,Smooth Skate
2004,224,Fall,Smooth Skate
2004,141,Fall,Smooth Skate
2005,114,Spring,Smooth Skate
2005,309,Spring,Smooth Skate
2005,84,Spring,Smooth Skate
2005,57,Spring,Smooth Skate
2005,121,Spring,Smooth Skate
2005,118,Spring,Smooth Skate
2005,150,Spring,Smooth Skate
2005,384,Spring,Smooth Skate
2005,283,Spring,Smooth Skate
2005,229,Spring,Smooth Skate
2005,107,Spring,Smooth Skate
2005,81,Spring,Smooth Skate
2005,389,Spring,Smooth Skate
2005,407,Spring,Smooth Skate
2005,392,Spring,Smooth Skate
2005,309,Spring,Smooth Skate
2005,234,Spring,Smooth Skate
2005,383,Spring,Smooth Skate
2005,417,Spring,Smooth Skate
2005,413,Spring,Smooth Skate
2005,438,Spring,Smooth Skate
2005,453,Spring,Smooth Skate
2005,435,Spring,Smooth Skate
2005,340,Spring,Smooth Skate
2005,242,Spring,Smooth Skate
2005,122,Spring,Smooth Skate
2005,250,Spring,Smooth Skate
2005,464,Spring,Smooth Skate
2005,490,Spring,Smooth Skate
2005,448,Spring,Smooth Skate
